,Especie,Parque,Tipologia,Barrio,Distrito,Elemento,X,Y,Porte,origen,importancia_polinizadores,notas,FRUTOs
11177,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,545,981","414,633,068",arbol,exotica,baja,,
11178,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,238","414,647,155",arbol,exotica,baja,,
11179,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,401","414,645,587",arbol,exotica,baja,,
11180,Ligustrum sp,CARRETERA DE CARMONA,Arbolado Viario,LA CORZA,San Pablo-Santa Justa,Arbusto,"23,754,738","414,369,755",arbusto,exotica,baja,,
11181,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,712","414,645,348",arbol,exotica,baja,,
11182,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,546,485","414,633,971",arbol,exotica,baja,,
11183,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,545,773","414,633,502",arbol,exotica,baja,,
11184,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,536","414,647,995",arbol,exotica,baja,,
11185,Ligustrum sp,BALTASAR DE ALCAZAR,Arbolado Viario,LA CORZA,San Pablo-Santa Justa,Arbusto,"23,754,153","414,369,272",arbusto,exotica,baja,,
11186,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,691","414,645,701",arbol,exotica,baja,,
11187,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,524,714","414,646,457",arbol,exotica,baja,,
11188,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,525,255","414,646,314",arbol,exotica,baja,,
11189,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,522,203","414,646,044",arbol,exotica,baja,,
11190,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,523,449","414,647,362",arbol,exotica,baja,,
11191,Ligustrum sp,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,546,103","414,633,745",arbol,exotica,baja,,
11192,Ligustrum vulgare,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,390,622","414,312,642",arbusto,nativa,media,,
11193,Lonicera caprifolium,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,427,369","414,384,634",arbusto,exotica,media,,
11194,Lonicera caprifolium,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,427,488","414,385,219",arbusto,exotica,media,,
11195,Lonicera caprifolium,"Ciencias (Las), Avenida",Medianas y Glorietas,COLORES-ENTREPARQUES,Este-Alcosa-Torreblanca,Arbusto,"24,151,735","414,226,261",arbusto,exotica,media,,
11196,Lonicera caprifolium,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,428,042","414,384,331",arbusto,exotica,media,,
11197,Lonicera implexa,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,633,042","414,153,354",arbusto,nativa,media,,SI
11198,Lonicera implexa,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,633,083","414,153,604",arbusto,nativa,media,,SI
11199,Lonicera japonica,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,429,545","414,367,379",arbusto,exotica,media,,
11200,Lonicera japonica,Z.V. Parque de la Música,Parque Urbano,LA PLATA,Cerro-Amate,Arbusto,"23,868,095","413,976,410",arbusto,exotica,media,,
11201,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,978","414,149,835",arbusto,exotica,media,,
11202,Lonicera japonica,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,405,946","414,327,705",arbusto,exotica,media,,
11203,Lonicera japonica,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,021,525","414,292,144",arbusto,exotica,media,,
11204,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,499,855","414,387,851",arbusto,exotica,media,,
11205,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,628,014","414,150,213",arbusto,exotica,media,,
11206,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,775,099","414,179,207",arbusto,exotica,media,,
11207,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,958","414,149,465",arbusto,exotica,media,,
11208,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,786,328","414,171,386",arbusto,exotica,media,,
11209,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,788,164","414,171,081",arbusto,exotica,media,,
11210,Lonicera japonica,"VIRGEN SANTA MARÍA DEL MAR, JARDINES",Parque Urbano,CISNEO ALTO-SANTA MARIA DE GRACIA,Macarena,Arbusto,"23,690,869","414,377,902",arbusto,exotica,media,,
11211,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,499,174","414,388,050",arbusto,exotica,media,,
11212,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,776,112","414,187,123",arbusto,exotica,media,,
11213,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,775,512","414,182,524",arbusto,exotica,media,,
11214,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,775,164","414,180,129",arbusto,exotica,media,,
11215,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,752","414,147,209",arbusto,exotica,media,,
11216,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,774,755","414,176,467",arbusto,exotica,media,,
11217,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,774,489","414,174,408",arbusto,exotica,media,,
11218,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,497,311","414,388,479",arbusto,exotica,media,,
11219,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,697","414,146,722",arbusto,exotica,media,,
11220,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,510,869","414,389,099",arbusto,exotica,media,,
11221,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,510,967","414,389,665",arbusto,exotica,media,,
11222,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,511,147","414,390,802",arbusto,exotica,media,,
11223,Lonicera japonica,Z.V. Parque de la Música,Parque Urbano,LA PLATA,Cerro-Amate,Arbusto,"23,870,041","413,979,916",arbusto,exotica,media,,
11224,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,496,246","414,388,700",arbusto,exotica,media,,
11225,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,835","414,148,563",arbusto,exotica,media,,
11226,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,627,865","414,149,026",arbusto,exotica,media,,
11227,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,775,063","414,172,651",arbusto,exotica,media,,
11228,Lonicera japonica,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,794,206","414,505,276",arbusto,exotica,media,,
11229,Lonicera japonica,Z.V. Parque de la Música,Parque Urbano,LA PLATA,Cerro-Amate,Arbusto,"23,870,201","413,980,346",arbusto,exotica,media,,
11230,Lonicera japonica,"TORRE  PERDIGONES,PARQUE",Parque Urbano,DOCTOR BARRAQUER-GRUPO RENFE- POLICLINICO,Macarena,Arbusto,"23,511,047","414,390,191",arbusto,exotica,media,,
11231,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,780,217","414,172,121",arbusto,exotica,media,,
11232,Lonicera japonica,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,628,081","414,150,581",arbusto,exotica,media,,
11233,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,774,200","414,173,385",arbusto,exotica,media,,
11234,Lonicera japonica,Z.V. Parque Ranilla (Antigua cárcel),Parque Urbano,NERVION,Nervión,Arbusto,"23,775,939","414,172,549",arbusto,exotica,media,,
11235,Lonicera japonica,Z.V. Juan Carvallo,Jardinería Asociada a Viario,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,845,803","414,080,948",arbusto,exotica,media,,
11236,Lonicera sp,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,534,183","414,028,878",arbusto,exotica,media,,
11237,Lonicera sp,Z.V. Jardines del Prado de San Sebastián,Parque Urbano,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,569,332","414,121,215",arbusto,exotica,media,,
11238,Lonicera sp,"CARLOS V,AV",Arbolado Viario,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,569,781","414,121,072",arbusto,exotica,media,,
11239,Lonicera sp,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,545,732","414,169,183",arbusto,exotica,media,,
11240,Lonicera sp,Z.V. Jardines del Prado de San Sebastián,Parque Urbano,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,568,944","414,121,368",arbusto,exotica,media,,
11241,Lonicera sp,Z.V. Jardines del Prado de San Sebastián,Parque Urbano,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,569,158","414,120,796",arbusto,exotica,media,,
11242,Magnolia grandiflora,PZ CUBA,Medianas y Glorietas,LOS REMEDIOS,Los Remedios,Arbusto,"23,462,415","414,120,897",arbusto,exotica,media,,
11243,Magnolia grandiflora,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,431,513","414,370,852",arbusto,exotica,media,,
11244,Magnolia grandiflora,Jardines de La Caridad,Parque o Jardín Histórico,ARENAL,Casco Antiguo,Árbol Zona Verde,"23,475,162","414,167,144",arbol,exotica,media,,
11245,Magnolia grandiflora,Jardines de Cristina,Plaza o Jardín,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,486,220","414,135,876",arbol,exotica,media,,
11246,Magnolia grandiflora,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,431,525","414,371,362",arbusto,exotica,media,,
11247,Magnolia grandiflora,PZ CUBA,Medianas y Glorietas,LOS REMEDIOS,Los Remedios,Arbusto,"23,462,440","414,121,385",arbusto,exotica,media,,
11248,Magnolia grandiflora,Jardines de Murillo,,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,545,555","414,168,539",arbol,exotica,media,,
11249,Magnolia grandiflora,Jardines de La Caridad,Parque o Jardín Histórico,ARENAL,Casco Antiguo,Árbol Zona Verde,"23,475,313","414,166,847",arbol,exotica,media,,
11250,Magnolia grandiflora,JARDINES DEL GUADALQUIVIR,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,432,888","414,371,575",arbusto,exotica,media,,
11251,Magnolia grandiflora,PZ CUBA,Medianas y Glorietas,LOS REMEDIOS,Los Remedios,Arbusto,"23,462,490","414,121,104",arbusto,exotica,media,,
11252,Magnolia grandiflora,Jardines de la Lonja,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,497,602","414,170,911",arbol,exotica,media,,
11253,Magnolia grandiflora,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,546,157","414,169,284",arbol,exotica,media,,
11254,Mahonia sp,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,863","414,175,408",arbusto,exotica,media,,
11255,Mahonia sp,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,613","414,175,421",arbusto,exotica,media,,
11256,Malvaliscus arboreus,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,838,634","414,039,821",arbusto,exotica,baja,,
11257,Malvaliscus arboreus,Jardín de las Delicias,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,516,823","414,031,830",arbusto,exotica,baja,,
11258,Malvaliscus arboreus,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,838,586","414,039,677",arbusto,exotica,baja,,
11259,Malvaliscus arboreus,Z.V. Parque Pirineos Santo Domingo,Parque Urbano,HUERTA DEL PILAR,Nervión,Arbusto,"23,662,483","414,170,224",arbusto,exotica,baja,,
11260,Malvaliscus arboreus,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,838,729","414,040,082",arbusto,exotica,baja,,
11261,Malvaliscus arboreus,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,842,240","414,039,007",arbusto,exotica,baja,,
11262,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,045","414,073,569",arbusto,exotica,baja,,
11263,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,057","414,073,377",arbusto,exotica,baja,,
11264,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,485,274","414,074,616",arbusto,exotica,baja,,
11265,Malvaliscus arboreus,"DE GOMILA, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,095,484","414,398,110",arbusto,exotica,baja,,
11266,Malvaliscus arboreus,"DE LAS MONJAS, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,108,453","414,417,093",arbusto,exotica,baja,,
11267,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,552","414,279,474",arbusto,exotica,baja,,
11268,Malvaliscus arboreus,"DEL COLLAO, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,101,654","414,429,281",arbusto,exotica,baja,,
11269,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,396","414,320,786",arbusto,exotica,baja,,
11270,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,486","414,320,686",arbusto,exotica,baja,,
11271,Malvaliscus arboreus,"LOS LUCEROS, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,101,166","414,420,401",arbusto,exotica,baja,,
11272,Malvaliscus arboreus,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,528,508","414,101,644",arbusto,exotica,baja,,
11273,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,660,512","413,930,341",arbusto,exotica,baja,,
11274,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,661,015","413,930,123",arbusto,exotica,baja,,
11275,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,413","414,279,314",arbusto,exotica,baja,,
11276,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,410,070","414,334,992",arbusto,exotica,baja,,
11277,Malvaliscus arboreus,Jardines Glorieta Goya,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,544,225","414,107,484",arbusto,exotica,baja,,
11278,Malvaliscus arboreus,RUPERTO CHAPI GLORIETA,,CIUDAD JARDIN,Nervión,Arbusto,"23,783,623","414,080,573",arbusto,exotica,baja,,
11279,Malvaliscus arboreus,"DEL COLLAO, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,101,447","414,433,353",arbusto,exotica,baja,,
11280,Malvaliscus arboreus,"DEL COLLAO, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,104,543","414,431,529",arbusto,exotica,baja,,
11281,Malvaliscus arboreus,"Turia, Avenida",Arbolado Viario,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,088,721","414,422,198",arbusto,exotica,baja,,
11282,Malvaliscus arboreus,Z.V. Puerto de la Mora,Plaza o Jardín,ROCHELAMBERT,Cerro-Amate,Arbusto,"23,842,045","414,038,485",arbusto,exotica,baja,,
11283,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,409,067","414,335,041",arbusto,exotica,baja,,
11284,Malvaliscus arboreus,Z.V. Parque Pirineos Santo Domingo,Parque Urbano,HUERTA DEL PILAR,Nervión,Arbusto,"23,664,067","414,163,637",arbusto,exotica,baja,,
11285,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,380,747","414,300,766",arbusto,exotica,baja,,
11286,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,394,577","414,315,905",arbusto,exotica,baja,,
11287,Malvaliscus arboreus,RONDA TAMARGUILLO ISLETA ALCAMPO,Medianas y Glorietas,EL PLANTINAR,Sur,Arbusto,"23,710,422","414,003,861",arbusto,exotica,baja,,
11288,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,485","414,279,908",arbusto,exotica,baja,,
11289,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,589","414,279,890",arbusto,exotica,baja,,
11290,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,500","414,279,258",arbusto,exotica,baja,,
11291,Malvaliscus arboreus,"DEL OBRADOIRO, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,123,671","414,415,443",arbusto,exotica,baja,,
11292,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,409,534","414,335,151",arbusto,exotica,baja,,
11293,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,409,846","414,335,241",arbusto,exotica,baja,,
11294,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,410,074","414,335,483",arbusto,exotica,baja,,
11295,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,660,458","413,929,371",arbusto,exotica,baja,,
11296,Malvaliscus arboreus,Parque de Amate,Parque Urbano,SANTA AURELIA-CANTABRICO-ATLANTICO- LA ROMERIA,Cerro-Amate,Arbusto,"23,897,842","414,097,250",arbusto,exotica,baja,,
11297,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,458","414,072,108",arbusto,exotica,baja,,
11298,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,692","414,071,994",arbusto,exotica,baja,,
11299,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,399,728","414,333,970",arbusto,exotica,baja,,
11300,Malvaliscus arboreus,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,551,722","414,178,857",arbusto,exotica,baja,,
11301,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,399,647","414,333,789",arbusto,exotica,baja,,
11302,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,399,565","414,333,611",arbusto,exotica,baja,,
11303,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,410,394","414,335,650",arbusto,exotica,baja,,
11304,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,409,773","414,334,812",arbusto,exotica,baja,,
11305,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,660,815","413,929,177",arbusto,exotica,baja,,
11306,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,660,700","413,929,801",arbusto,exotica,baja,,
11307,Malvaliscus arboreus,GLORIETA DOCTOR JUAN BERMUDO DE LA ROSA,Medianas y Glorietas,POLIGONO SUR,Sur,Arbusto,"23,660,154","413,929,826",arbusto,exotica,baja,,
11308,Malvaliscus arboreus,z.v. Jardines Manuel Arellano,Parque Urbano,LOS REMEDIOS,Los Remedios,Arbusto,"23,487,578","414,072,224",arbusto,exotica,baja,,
11309,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,409,683","414,335,542",arbusto,exotica,baja,,
11310,Malvaliscus arboreus,Paseo de Colón,Jardinería Asociada a Viario,SANTA CRUZ,Casco Antiguo,Arbusto,"23,473,250","414,156,137",arbusto,exotica,baja,,
11311,Malvaliscus arboreus,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,337","414,320,602",arbusto,exotica,baja,,
11312,Malvaliscus arboreus,"DE LA CONCORDIA, JARDINES PLAZA",Plaza o Jardín,ENCARNACION-REGINA,Casco Antiguo,Arbusto,"23,471,518","414,280,035",arbusto,exotica,baja,,
