UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,106","413,743,965"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,404","413,745,544"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,040","413,743,843"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,797","413,746,140"
Parque de los Bermejales,Arbutus unedo,30,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,399","413,744,767"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,696","413,744,706"
Parque de los Bermejales,Olea europaea,40,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,646","413,745,593"
Parque de los Bermejales,Olea europaea,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,687","413,745,095"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,935","413,744,694"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,352","413,745,168"
Parque de los Bermejales,Quercus ilex,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,898","413,744,524"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,986","413,744,985"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,432","413,744,147"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,502","413,745,501"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,426","413,744,686"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,065","413,748,648"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,660","413,744,747"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,219","413,747,348"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,583","413,746,582"
Parque de los Bermejales,Quercus ilex,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,380","413,746,995"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,842","413,746,278"
Parque de los Bermejales,Olea europaea,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,106","413,744,662"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,356","413,747,773"
Parque de los Bermejales,Olea europaea,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,596","413,745,513"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,425","413,751,165"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,382","413,749,999"
Parque de los Bermejales,Olea europaea,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,100","413,751,639"
Parque de los Bermejales,Celtis australis,40,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,927","413,751,797"
Parque de los Bermejales,Quercus suber,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,205","413,748,103"
Parque de los Bermejales,Juglans regia,75,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,266","413,751,967"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Ceratonia siliqua,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,148","413,749,136"
Parque de los Bermejales,Juglans regia,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,970","413,752,441"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,163","413,751,992"
Parque de los Bermejales,Casuarina equisetifolia,90,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,436","413,749,634"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,686","413,751,724"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,765","413,751,992"
Parque de los Bermejales,Juglans regia,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,465","413,753,499"
Parque de los Bermejales,Olea europaea,,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,Tocón,"23,548,772","413,750,862"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,446","413,751,299"
Parque de los Bermejales,Ceratonia siliqua,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,439","413,750,764"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,373","413,752,417"
Parque de los Bermejales,Casuarina equisetifolia,100,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,731","413,749,732"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,922","413,750,922"
Parque de los Bermejales,Quercus suber,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,265","413,747,228"
Parque de los Bermejales,Pinus halepensis,20,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,278","413,749,075"
Parque de los Bermejales,Ceratonia siliqua,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,175","413,749,501"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,633","413,750,813"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,790","413,749,598"
Parque de los Bermejales,Olea europaea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,467","413,751,250"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,552","413,750,266"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,694","413,749,987"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,038","413,749,270"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,663","413,748,018"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,208","413,751,433"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,441","413,748,310"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,942","413,749,853"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,461","413,750,363"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,194","413,748,942"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,282","413,745,697"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,636","413,745,874"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Pinus pinea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,171","413,747,320"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,020","413,747,524"
Parque de los Bermejales,Ceratonia siliqua,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,157","413,745,736"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,036","413,747,415"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,595","413,748,477"
Parque de los Bermejales,Ceratonia siliqua,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,642","413,746,708"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,271","413,746,397"
Parque de los Bermejales,Olea europaea,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,809","413,749,245"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,101","413,748,261"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,565","413,747,136"
Parque de los Bermejales,Olea europaea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,720","413,747,981"
Parque de los Bermejales,Olea europaea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,497","413,747,573"
Parque de los Bermejales,Olea europaea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,572","413,746,503"
Parque de los Bermejales,Olea europaea,,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,Tocón,"23,551,738","413,748,633"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,930","413,746,815"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,467","413,748,429"
Parque de los Bermejales,Pinus pinea,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,046","413,733,135"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,962","413,734,645"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,848","413,732,128"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,594","413,734,176"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,275","413,733,881"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,699","413,732,058"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,195","413,732,770"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,997","413,731,920"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,164","413,731,885"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,383","413,733,326"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,553,420","413,733,499"
Parque de los Bermejales,Pinus pinea,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,820","413,733,933"
Parque de los Bermejales,,,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,Tocón,"23,547,848","413,733,447"
Parque de los Bermejales,Quercus ilex,40,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,684","413,734,003"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,795","413,733,204"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,265","413,732,874"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,244","413,731,659"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,684","413,732,735"
Parque de los Bermejales,Pinus pinea,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,410","413,731,555"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,140","413,732,475"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,973","413,736,974"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,771","413,737,651"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,945","413,736,384"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,046","413,738,206"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,192","413,739,161"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,181","413,738,137"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,494","413,735,707"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,004","413,737,321"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,768","413,739,925"
Parque de los Bermejales,Pinus pinea,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,213","413,738,241"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,365","413,735,707"
Parque de los Bermejales,Ceratonia siliqua,,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,Tocón,"23,552,875","413,735,811"
Parque de los Bermejales,Casuarina equisetifolia,85,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,997","413,737,130"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,164","413,735,707"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,539","413,739,786"
Parque de los Bermejales,Ceratonia siliqua,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,250","413,739,421"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,035","413,740,133"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,275","413,737,929"
Parque de los Bermejales,Quercus ilex,35,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,504","413,738,588"
Parque de los Bermejales,Pinus pinea,70,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,050","413,734,196"
Parque de los Bermejales,Casuarina equisetifolia,85,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,552,962","413,738,762"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,404","413,739,248"
Parque de los Bermejales,Casuarina equisetifolia,85,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,303","413,736,800"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,963","413,734,977"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,792","413,738,588"
Parque de los Bermejales,Quercus ilex,40,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,551,365","413,736,401"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,324","413,740,359"
Parque de los Bermejales,Ceratonia siliqua,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,550,254","413,738,814"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,295","413,737,356"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,549,355","413,740,789"
Parque de los Bermejales,Quercus suber,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,222","413,739,022"
Parque de los Bermejales,Olea europaea,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,896","413,741,175"
Parque de los Bermejales,Olea europaea,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,791","413,741,696"
Parque de los Bermejales,Quercus ilex,40,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,264","413,738,727"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,607","413,735,585"
Parque de los Bermejales,Quercus suber,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,562","413,739,508"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,537,877","413,742,321"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,545,375","413,737,182"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,802","413,737,946"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,871","413,739,613"
Parque de los Bermejales,Casuarina equisetifolia,90,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,579","413,741,105"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,920","413,734,683"
Parque de los Bermejales,Olea europaea,35,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,868","413,741,314"
Parque de los Bermejales,Quercus ilex,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,406","413,734,179"
Parque de los Bermejales,Olea europaea,55,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,548,343","413,740,567"
Parque de los Bermejales,Quercus suber,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,458","413,738,484"
Parque de los Bermejales,Olea europaea,35,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,364","413,740,619"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,546,104","413,736,384"
Parque de los Bermejales,Casuarina equisetifolia,80,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,547,736","413,740,255"
Parque de los Bermejales,Casuarina equisetifolia,90,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,542,782","413,743,432"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,543,779","413,745,289"
Parque de los Bermejales,Quercus suber,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,542,928","413,742,511"
Parque de los Bermejales,Ceratonia siliqua,65,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,421","413,746,313"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,004","413,743,154"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque de los Bermejales,Quercus ilex,60,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,560","413,744,959"
Parque de los Bermejales,Quercus suber,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,542,963","413,741,522"
Parque de los Bermejales,Quercus ilex,45,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,536,608","413,742,881"
Parque de los Bermejales,Olea europaea,35,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,543,848","413,741,435"
Parque de los Bermejales,Quercus ilex,50,Parque Periurbano,BELLAVISTA,Bellavista-La Palmera,,Árbol Zona Verde,,,"23,544,161","413,748,032"
