UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,088,016","414,247,207"
Parque Infanta Elena,Quercus ilex,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,083,963","414,252,620"
Parque Infanta Elena,Cupressus sempervirens,110,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,957,782","414,294,301"
Parque Infanta Elena,Olea europaea,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,048,622","414,223,253"
Parque Infanta Elena,Ulmus pumila,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,029,046","414,227,609"
Parque Infanta Elena,Quercus ilex,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,018,844","414,312,546"
Parque Infanta Elena,Ulmus pumila,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"23,975,983","414,288,240"
Parque Infanta Elena,Cupressus sempervirens,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,956,362","414,290,079"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Celtis australis,30,,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,065,540","414,254,276"
Parque Infanta Elena,Eucalyptus camaldulensis,110,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,959,114","414,289,055"
Parque Infanta Elena,Olea europaea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,082,680","414,235,414"
Parque Infanta Elena,Pinus pinea,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,086,672","414,228,027"
Parque Infanta Elena,Cupressus arizonica,90,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,059,322","414,268,278"
Parque Infanta Elena,Ceratonia siliqua,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,994,092","414,299,708"
Parque Infanta Elena,Celtis australis,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,016,571","414,291,814"
Parque Infanta Elena,Eucalyptus camaldulensis,100,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,986,189","414,287,367"
Parque Infanta Elena,Ulmus pumila,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,703","414,275,304"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,001,036","414,328,367"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,068,006","414,237,729"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,949,449","414,291,104"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,045,809","414,256,105"
Parque Infanta Elena,Catalpa bignonioides,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,065,353","414,253,395"
Parque Infanta Elena,Quercus ilex,30,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,070,996","414,274,348"
Parque Infanta Elena,Ulmus pumila,95,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,942,953","414,291,787"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Ulmus pumila,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,034,088","414,280,163"
Parque Infanta Elena,Eucalyptus camaldulensis,180,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,975,780","414,296,586"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,058,969","414,259,492"
Parque Infanta Elena,Populus nigra,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,041,644","414,254,783"
Parque Infanta Elena,Cupressus sempervirens,110,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,991,127","414,288,018"
Parque Infanta Elena,Celtis australis,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,"1/22/2019
12:00:00 AM",Alcorque vacío/Posición a reponer,"24,076,954","414,245,510"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,057,926","414,230,407"
Parque Infanta Elena,Eucalyptus camaldulensis,100,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,328","414,274,350"
Parque Infanta Elena,Ulmus pumila,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,972,309","414,296,332"
Parque Infanta Elena,Pinus pinea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,985,834","414,288,054"
Parque Infanta Elena,Quercus ilex,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,452","414,271,119"
Parque Infanta Elena,Quercus suber,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,011,028","414,300,700"
Parque Infanta Elena,Cupressus sempervirens,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,971,729","414,290,203"
Parque Infanta Elena,Cupressus sempervirens,100,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,961,973","414,296,854"
Parque Infanta Elena,Catalpa bignonioides,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,061,763","414,255,520"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Pinus pinea,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,096,210","414,235,037"
Parque Infanta Elena,Tetraclinis articulata,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,978,950","414,299,670"
Parque Infanta Elena,Olea europaea,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,994,557","414,311,601"
Parque Infanta Elena,Olea europaea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,005,588","414,316,333"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,070,403","414,241,863"
Parque Infanta Elena,Platanus hispanica,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,992,600","414,319,677"
Parque Infanta Elena,Pinus pinea,95,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,990,114","414,289,297"
Parque Infanta Elena,Olea europaea,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,069,061","414,239,001"
Parque Infanta Elena,Ceratonia siliqua,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,089,517","414,239,500"
Parque Infanta Elena,Eucalyptus camaldulensis,145,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,706","414,295,854"
Parque Infanta Elena,Platanus hispanica,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,992,087","414,319,214"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,991,605","414,318,777"
Parque Infanta Elena,Ulmus pumila,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,036,209","414,273,249"
Parque Infanta Elena,Olea europaea,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,742","414,229,488"
Parque Infanta Elena,Quercus suber,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,029,340","414,211,388"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Ulmus pumila,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,086,747","414,249,014"
Parque Infanta Elena,Eucalyptus camaldulensis,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,978,026","414,288,147"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,067,726","414,237,633"
Parque Infanta Elena,Cupressus sempervirens,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,935,086","414,304,540"
Parque Infanta Elena,Olea europaea,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,056,654","414,230,118"
,Gleditsia triacanthos,55,,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,028,780","414,305,489"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,973,342","414,288,410"
Parque Infanta Elena,Olea europaea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,130","414,286,540"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,036,000","414,210,784"
Parque Infanta Elena,Tetraclinis articulata,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,979,585","414,299,247"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,954,143","414,290,122"
Parque Infanta Elena,Ulmus pumila,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,945,054","414,297,666"
Parque Infanta Elena,Quercus suber,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,016,659","414,293,119"
Parque Infanta Elena,Quercus sp,25,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,012,556","414,311,519"
Parque Infanta Elena,Quercus suber,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,015,639","414,303,034"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Quercus ilex,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,042,085","414,265,881"
Parque Infanta Elena,Ceratonia siliqua,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,995,911","414,301,991"
Parque Infanta Elena,Cupressus sempervirens,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,991,057","414,318,430"
Parque Infanta Elena,Ulmus pumila,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"23,974,368","414,288,412"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,008,027","414,315,159"
Parque Infanta Elena,Olea europaea,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,395","414,298,121"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,986,764","414,291,011"
Parque Infanta Elena,Schinus molle,25,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,028,684","414,214,721"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,088,671","414,226,847"
Parque Infanta Elena,Pinus halepensis,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,003,933","414,313,766"
Parque Infanta Elena,Eucalyptus camaldulensis,160,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,375","414,275,265"
Parque Infanta Elena,Ulmus pumila,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,012,398","414,305,041"
Parque Infanta Elena,Cupressus sempervirens,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,999,651","414,320,613"
Parque Infanta Elena,Eucalyptus camaldulensis,140,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,976,774","414,287,881"
Parque Infanta Elena,Celtis australis,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,056,866","414,253,165"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Ceratonia siliqua,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,991,262","414,289,984"
Parque Infanta Elena,Quercus suber,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,020,886","414,293,712"
Parque Infanta Elena,Olea europaea,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,063,077","414,233,347"
Parque Infanta Elena,Celtis australis,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,048,652","414,263,384"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,998,871","414,320,941"
Parque Infanta Elena,Schinus molle,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,028,803","414,215,528"
Parque Infanta Elena,Celtis australis,30,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,999,436","414,292,911"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,052,576","414,249,391"
Parque Infanta Elena,Ulmus pumila,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,034,856","414,304,963"
Parque Infanta Elena,Quercus ilex,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,015,935","414,315,124"
Parque Infanta Elena,Catalpa bignonioides,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,067,726","414,251,793"
Parque Infanta Elena,Ulmus pumila,75,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,058,559","414,270,965"
Parque Infanta Elena,Olea europaea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,565","414,290,527"
Parque Infanta Elena,Thuja orientalis,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,959,433","414,296,995"
Parque Infanta Elena,Cupressus sempervirens,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,998,974","414,319,634"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Cupressus sempervirens,100,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,981,218","414,293,509"
Parque Infanta Elena,Ceratonia siliqua,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,011,894","414,317,180"
Parque Infanta Elena,Quercus suber,40,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,073,198","414,270,731"
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,970,495","414,288,261"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,952,777","414,290,549"
Parque Infanta Elena,Quercus ilex,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,065,336","414,284,490"
Parque Infanta Elena,Quercus suber,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"24,033,289","414,271,795"
Parque Infanta Elena,Quercus suber,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,036,368","414,243,764"
Parque Infanta Elena,Pinus pinea,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,983,305","414,287,913"
Parque Infanta Elena,Olea europaea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,068,931","414,239,970"
Parque Infanta Elena,Quercus ilex,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,031,838","414,209,201"
Parque Infanta Elena,Tetraclinis articulata,130,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,980,353","414,300,642"
Parque Infanta Elena,Ulmus pumila,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"24,055,061","414,259,979"
Parque Infanta Elena,Ulmus minor,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,054,744","414,264,497"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"24,000,226","414,294,289"
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,053,816","414,251,057"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Ulmus pumila,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,055,528","414,263,928"
Parque Infanta Elena,Olea europaea,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,056,354","414,230,504"
Parque Infanta Elena,Olea europaea,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,594","414,298,961"
Parque Infanta Elena,Pinus pinea,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,948,873","414,289,674"
Parque Infanta Elena,Olea europaea,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,068,385","414,239,468"
Parque Infanta Elena,Fraxinus angustifolia,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,091,202","414,229,303"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,035,385","414,301,510"
